id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,cat_id
CBUSAPPWNSANJ,2020-12-05,2020-12-05,Business Applications from Corporations for New Jersey,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:08-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSANJYY,2020-12-05,2020-12-05,Business Applications from Corporations for New Jersey,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:15-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSANM,2020-12-05,2020-12-05,Business Applications from Corporations for New Mexico,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:08-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSANMYY,2020-12-05,2020-12-05,Business Applications from Corporations for New Mexico,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:14-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSANV,2020-12-05,2020-12-05,Business Applications from Corporations for Nevada,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:09-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSANVYY,2020-12-05,2020-12-05,Business Applications from Corporations for Nevada,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:14-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSANY,2020-12-05,2020-12-05,Business Applications from Corporations for New York,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:09-06,4,5,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSANYYY,2020-12-05,2020-12-05,Business Applications from Corporations for New York,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:14-06,1,5,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAOH,2020-12-05,2020-12-05,Business Applications from Corporations for Ohio,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:14-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAOHYY,2020-12-05,2020-12-05,Business Applications from Corporations for Ohio,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:13-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAOK,2020-12-05,2020-12-05,Business Applications from Corporations for Oklahoma,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:13-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAOKYY,2020-12-05,2020-12-05,Business Applications from Corporations for Oklahoma,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:13-06,0,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAOR,2020-12-05,2020-12-05,Business Applications from Corporations for Oregon,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:13-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAORYY,2020-12-05,2020-12-05,Business Applications from Corporations for Oregon,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:12-06,0,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAPA,2020-12-05,2020-12-05,Business Applications from Corporations for Pennsylvania,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:12-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAPAYY,2020-12-05,2020-12-05,Business Applications from Corporations for Pennsylvania,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:12-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSARI,2020-12-05,2020-12-05,Business Applications from Corporations for Rhode Island,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:12-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSARIYY,2020-12-05,2020-12-05,Business Applications from Corporations for Rhode Island,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:11-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAS,2020-12-05,2020-12-05,Business Applications from Corporations for South Census Region,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:09-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSASC,2020-12-05,2020-12-05,Business Applications from Corporations for South Carolina,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:11-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSASCYY,2020-12-05,2020-12-05,Business Applications from Corporations for South Carolina,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:11-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSASD,2020-12-05,2020-12-05,Business Applications from Corporations for South Dakota,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:11-06,2,3,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSASDYY,2020-12-05,2020-12-05,Business Applications from Corporations for South Dakota,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:10-06,0,3,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSASYY,2020-12-05,2020-12-05,Business Applications from Corporations for South Census Region,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:03:09-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSATN,2020-12-05,2020-12-05,Business Applications from Corporations for Tennessee,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:10-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSATNYY,2020-12-05,2020-12-05,Business Applications from Corporations for Tennessee,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:10-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSATX,2020-12-05,2020-12-05,Business Applications from Corporations for Texas,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:09-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSATXYY,2020-12-05,2020-12-05,Business Applications from Corporations for Texas,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:09-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAUS,2020-12-05,2020-12-05,Business Applications from Corporations for the United States,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:09-06,6,10,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAUSYY,2020-12-05,2020-12-05,Business Applications from Corporations for the United States,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:03:09-06,1,10,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAUT,2020-12-05,2020-12-05,Business Applications from Corporations for Utah,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:09-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAUTYY,2020-12-05,2020-12-05,Business Applications from Corporations for Utah,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:08-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAVA,2020-12-05,2020-12-05,Business Applications from Corporations for Virginia,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:07-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAVAYY,2020-12-05,2020-12-05,Business Applications from Corporations for Virginia,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:06-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAVT,2020-12-05,2020-12-05,Business Applications from Corporations for Vermont,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:06-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAVTYY,2020-12-05,2020-12-05,Business Applications from Corporations for Vermont,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:06-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAW,2020-12-05,2020-12-05,Business Applications from Corporations for West Census Region,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:03:09-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAWA,2020-12-05,2020-12-05,Business Applications from Corporations for Washington,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:06-06,1,2,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAWAYY,2020-12-05,2020-12-05,Business Applications from Corporations for Washington,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:05-06,1,2,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAWI,2020-12-05,2020-12-05,Business Applications from Corporations for Wisconsin,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:05-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAWIYY,2020-12-05,2020-12-05,Business Applications from Corporations for Wisconsin,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:04-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAWV,2020-12-05,2020-12-05,Business Applications from Corporations for West Virginia,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:04-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAWVYY,2020-12-05,2020-12-05,Business Applications from Corporations for West Virginia,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:04-06,0,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAWY,2020-12-05,2020-12-05,Business Applications from Corporations for Wyoming,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:03-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAWYY,2020-12-05,2020-12-05,Business Applications from Corporations for West Census Region,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:03:10-06,1,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
CBUSAPPWNSAWYYY,2020-12-05,2020-12-05,Business Applications from Corporations for Wyoming,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:03-06,0,1,"Business Applications from Corporations (CBA): A subset of High-Propensity Business Applications (HBA) that contains all applications that come from a corporation or a personal service corporation.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
DUR4QNSAAK,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Alaska,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:27-05,0,0,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAAK.",1-Production & Business Activity
DUR4QNSAAL,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Alabama,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:27-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAAL.",1-Production & Business Activity
DUR4QNSAAR,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Arkansas,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:27-05,0,0,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAAR.",1-Production & Business Activity
DUR4QNSAAZ,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Arizona,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:27-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAAZ.",1-Production & Business Activity
DUR4QNSACA,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for California,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:06-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSACA.",1-Production & Business Activity
DUR4QNSACO,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Colorado,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSACO.",1-Production & Business Activity
DUR4QNSACT,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Connecticut,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSACT.",1-Production & Business Activity
DUR4QNSADC,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for District of Columbia,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:02-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSADC.",1-Production & Business Activity
DUR4QNSADE,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Delaware,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,0,0,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSADE.",1-Production & Business Activity
DUR4QNSAFL,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Florida,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,0,0,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAFL.",1-Production & Business Activity
DUR4QNSAGA,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Georgia,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAGA.",1-Production & Business Activity
DUR4QNSAHI,2020-12-05,2020-12-05,Average Duration (in Quarters) from Business Application to Formation within 4 Quarters for Hawaii,2004-07-01,2015-10-01,Quarterly,Q,Number of Quarters,Number of Quarters,Not Seasonally Adjusted,NSA,2019-07-31 14:18:28-05,1,1,"A measure of delay between business application and formation, measured as the average duration (in quarters) between the quarter of business application and the quarter of business formation, conditional on business formation within four quarters. These series span the same period as https://fred.stlouisfed.org/series/BF4QNSAHI.",1-Production & Business Activity
